"Time stamp","System power generated | (kW)","Sun position time | (hour)","Irradiance DHI from weather file | (W/m2)"
"Apr 2, 12:00 pm",0.241249,12,103
"Apr 2, 01:00 pm",0.174026,13,77
"Apr 2, 02:00 pm",0.245638,14,107
"Apr 2, 03:00 pm",0.351601,15,147
"Apr 2, 04:00 pm",0.419648,16,119
"Apr 2, 05:00 pm",0.350156,17,47
"Apr 2, 06:00 pm",-0.0034239,18,0
"Apr 2, 07:00 pm",-0.0034239,19,0
"Apr 2, 08:00 pm",-0.0034239,20,0
"Apr 2, 09:00 pm",-0.0034239,21,0
"Apr 2, 10:00 pm",-0.0034239,22,0
"Apr 2, 11:00 pm",-0.0034239,23,0
"Apr 3, 12:00 am",-0.0034239,0,0
"Apr 3, 01:00 am",-0.0034239,1,0
"Apr 3, 02:00 am",-0.0034239,2,0
"Apr 3, 03:00 am",-0.0034239,3,0
"Apr 3, 04:00 am",-0.0034239,4,0
"Apr 3, 05:00 am",-0.0034239,5,0
"Apr 3, 06:00 am",-0.0034239,6,70
"Apr 3, 07:00 am",2.09611,7,124
"Apr 3, 08:00 am",2.60133,8,130
"Apr 3, 09:00 am",2.84397,9,139
"Apr 3, 10:00 am",2.61169,10,227
"Apr 3, 11:00 am",2.75751,11,197
"Apr 3, 12:00 pm",2.6988,12,196
"Apr 3, 01:00 pm",1.86779,13,319
"Apr 3, 02:00 pm",0.898679,14,266
"Apr 3, 03:00 pm",0.308469,15,136
"Apr 3, 04:00 pm",0.158658,16,82
"Apr 3, 05:00 pm",0.107382,17,38
"Apr 3, 06:00 pm",-0.0034239,18,0
"Apr 3, 07:00 pm",-0.0034239,19,0
"Apr 3, 08:00 pm",-0.0034239,20,0
"Apr 3, 09:00 pm",-0.0034239,21,0
"Apr 3, 10:00 pm",-0.0034239,22,0
"Apr 3, 11:00 pm",-0.0034239,23,0
"Apr 4, 12:00 am",-0.0034239,0,0
"Apr 4, 01:00 am",-0.0034239,1,0
"Apr 4, 02:00 am",-0.0034239,2,0
"Apr 4, 03:00 am",-0.0034239,3,0
"Apr 4, 04:00 am",-0.0034239,4,0
"Apr 4, 05:00 am",-0.0034239,5,0
"Apr 4, 06:00 am",-0.0034239,6,31
"Apr 4, 07:00 am",0.0796699,7,45
"Apr 4, 08:00 am",0.154836,8,80
"Apr 4, 09:00 am",0.4591,9,182
"Apr 4, 10:00 am",0.231787,10,105
"Apr 4, 11:00 am",0.308899,11,130
"Apr 4, 12:00 pm",0.343093,12,140
"Apr 4, 01:00 pm",0.297447,13,123
"Apr 4, 02:00 pm",0.224968,14,98
"Apr 4, 03:00 pm",0.268426,15,118
"Apr 4, 04:00 pm",0.14097,16,72
"Apr 4, 05:00 pm",0.027356,17,22
"Apr 4, 06:00 pm",-0.0034239,18,0
"Apr 4, 07:00 pm",-0.0034239,19,0
"Apr 4, 08:00 pm",-0.0034239,20,0
"Apr 4, 09:00 pm",-0.0034239,21,0
"Apr 4, 10:00 pm",-0.0034239,22,0
"Apr 4, 11:00 pm",-0.0034239,23,0
"Apr 5, 12:00 am",-0.0034239,0,0
"Apr 5, 01:00 am",-0.0034239,1,0
"Apr 5, 02:00 am",-0.0034239,2,0
"Apr 5, 03:00 am",-0.0034239,3,0
"Apr 5, 04:00 am",-0.0034239,4,0
"Apr 5, 05:00 am",-0.0034239,5,0
"Apr 5, 06:00 am",0.0437446,6,60
"Apr 5, 07:00 am",2.22396,7,91
"Apr 5, 08:00 am",2.84406,8,107
"Apr 5, 09:00 am",2.9799,9,110
"Apr 5, 10:00 am",2.9799,10,121
"Apr 5, 11:00 am",1.75775,11,373
"Apr 5, 12:00 pm",1.58225,12,371
"Apr 5, 01:00 pm",0.522402,13,205
"Apr 5, 02:00 pm",0.916273,14,268
"Apr 5, 03:00 pm",2.5116,15,125
"Apr 5, 04:00 pm",1.21284,16,135
"Apr 5, 05:00 pm",1.42075,17,45
"Apr 5, 06:00 pm",-0.0034239,18,0
"Apr 5, 07:00 pm",-0.0034239,19,0
"Apr 5, 08:00 pm",-0.0034239,20,0
"Apr 5, 09:00 pm",-0.0034239,21,0
"Apr 5, 10:00 pm",-0.0034239,22,0
"Apr 5, 11:00 pm",-0.0034239,23,0
"Apr 6, 12:00 am",-0.0034239,0,0
"Apr 6, 01:00 am",-0.0034239,1,0
"Apr 6, 02:00 am",-0.0034239,2,0
"Apr 6, 03:00 am",-0.0034239,3,0
"Apr 6, 04:00 am",-0.0034239,4,0
"Apr 6, 05:00 am",-0.0034239,5,0
"Apr 6, 06:00 am",0.93388,6,62
"Apr 6, 07:00 am",1.56571,7,162
"Apr 6, 08:00 am",1.57406,8,244
"Apr 6, 09:00 am",2.0358,9,282
"Apr 6, 10:00 am",0.92424,10,309
"Apr 6, 11:00 am",0.999533,11,335
"Apr 6, 12:00 pm",1.26121,12,359
"Apr 6, 01:00 pm",0.828505,13,290
"Apr 6, 02:00 pm",2.12575,14,247
"Apr 6, 03:00 pm",1.5774,15,211
"Apr 6, 04:00 pm",0.8102,16,140
"Apr 6, 05:00 pm",0.469348,17,55
"Apr 6, 06:00 pm",-0.0034239,18,0
"Apr 6, 07:00 pm",-0.0034239,19,0
"Apr 6, 08:00 pm",-0.0034239,20,0
"Apr 6, 09:00 pm",-0.0034239,21,0
"Apr 6, 10:00 pm",-0.0034239,22,0
"Apr 6, 11:00 pm",-0.0034239,23,0
"Apr 7, 12:00 am",-0.0034239,0,0
"Apr 7, 01:00 am",-0.0034239,1,0
"Apr 7, 02:00 am",-0.0034239,2,0
"Apr 7, 03:00 am",-0.0034239,3,0
"Apr 7, 04:00 am",-0.0034239,4,0
"Apr 7, 05:00 am",-0.0034239,5,0
"Apr 7, 06:00 am",0.962808,6,64
"Apr 7, 07:00 am",2.33947,7,95
"Apr 7, 08:00 am",2.70149,8,112
"Apr 7, 09:00 am",2.89016,9,124
"Apr 7, 10:00 am",2.8877,10,150
"Apr 7, 11:00 am",2.85591,11,162
"Apr 7, 12:00 pm",2.79222,12,160
"Apr 7, 01:00 pm",2.72789,13,161
"Apr 7, 02:00 pm",2.65054,14,138
"Apr 7, 03:00 pm",2.50435,15,115
"Apr 7, 04:00 pm",1.74345,16,118
"Apr 7, 05:00 pm",1.52861,17,45
"Apr 7, 06:00 pm",-0.0034239,18,0
"Apr 7, 07:00 pm",-0.0034239,19,0
"Apr 7, 08:00 pm",-0.0034239,20,0
"Apr 7, 09:00 pm",-0.0034239,21,0
"Apr 7, 10:00 pm",-0.0034239,22,0
"Apr 7, 11:00 pm",-0.0034239,23,0
"Apr 8, 12:00 am",-0.0034239,0,0
"Apr 8, 01:00 am",-0.0034239,1,0
"Apr 8, 02:00 am",-0.0034239,2,0
"Apr 8, 03:00 am",-0.0034239,3,0
"Apr 8, 04:00 am",-0.0034239,4,0
"Apr 8, 05:00 am",-0.0034239,5,0
"Apr 8, 06:00 am",0.977273,6,64
"Apr 8, 07:00 am",1.9792,7,141
"Apr 8, 08:00 am",2.26499,8,170
"Apr 8, 09:00 am",2.50464,9,178
"Apr 8, 10:00 am",2.60998,10,194
"Apr 8, 11:00 am",2.74063,11,169
"Apr 8, 12:00 pm",2.75038,12,154
"Apr 8, 01:00 pm",2.68113,13,156
"Apr 8, 02:00 pm",2.6004,14,138
"Apr 8, 03:00 pm",2.42677,15,123
"Apr 8, 04:00 pm",2.03263,16,100
"Apr 8, 05:00 pm",1.25503,17,54
"Apr 8, 06:00 pm",-0.0034239,18,0
"Apr 8, 07:00 pm",-0.0034239,19,0
"Apr 8, 08:00 pm",-0.0034239,20,0
"Apr 8, 09:00 pm",-0.0034239,21,0
"Apr 8, 10:00 pm",-0.0034239,22,0
"Apr 8, 11:00 pm",-0.0034239,23,0
"Apr 9, 12:00 am",-0.0034239,0,0
"Apr 9, 01:00 am",-0.0034239,1,0
"Apr 9, 02:00 am",-0.0034239,2,0
"Apr 9, 03:00 am",-0.0034239,3,0
"Apr 9, 04:00 am",-0.0034239,4,0
"Apr 9, 05:00 am",-0.0034239,5,0
"Apr 9, 06:00 am",0.841799,6,73
"Apr 9, 07:00 am",2.20915,7,107
"Apr 9, 08:00 am",2.51454,8,127
"Apr 9, 09:00 am",2.65806,9,136
"Apr 9, 10:00 am",2.70065,10,137
"Apr 9, 11:00 am",2.68429,11,132
"Apr 9, 12:00 pm",2.62658,12,147
"Apr 9, 01:00 pm",2.56765,13,142
"Apr 9, 02:00 pm",2.4931,14,127
"Apr 9, 03:00 pm",2.30373,15,120
"Apr 9, 04:00 pm",1.98368,16,95
"Apr 9, 05:00 pm",1.358,17,52
"Apr 9, 06:00 pm",-0.0034239,18,0
"Apr 9, 07:00 pm",-0.0034239,19,0
"Apr 9, 08:00 pm",-0.0034239,20,0
"Apr 9, 09:00 pm",-0.0034239,21,0
"Apr 9, 10:00 pm",-0.0034239,22,0
"Apr 9, 11:00 pm",-0.0034239,23,0
"Apr 10, 12:00 am",-0.0034239,0,0
"Apr 10, 01:00 am",-0.0034239,1,0
"Apr 10, 02:00 am",-0.0034239,2,0
"Apr 10, 03:00 am",-0.0034239,3,0
"Apr 10, 04:00 am",-0.0034239,4,0
"Apr 10, 05:00 am",-0.0034239,5,11
"Apr 10, 06:00 am",0.77621,6,79
"Apr 10, 07:00 am",2.02522,7,140
"Apr 10, 08:00 am",2.13851,8,197
"Apr 10, 09:00 am",2.40981,9,212
"Apr 10, 10:00 am",2.5032,10,235
"Apr 10, 11:00 am",2.66854,11,198
"Apr 10, 12:00 pm",2.66341,12,183
"Apr 10, 01:00 pm",2.39915,13,234
"Apr 10, 02:00 pm",2.1669,14,225
"Apr 10, 03:00 pm",2.0422,15,171
"Apr 10, 04:00 pm",1.65518,16,124
"Apr 10, 05:00 pm",0.432605,17,62
"Apr 10, 06:00 pm",-0.0034239,18,0
"Apr 10, 07:00 pm",-0.0034239,19,0
"Apr 10, 08:00 pm",-0.0034239,20,0
"Apr 10, 09:00 pm",-0.0034239,21,0
"Apr 10, 10:00 pm",-0.0034239,22,0
"Apr 10, 11:00 pm",-0.0034239,23,0
"Apr 11, 12:00 am",-0.0034239,0,0
"Apr 11, 01:00 am",-0.0034239,1,0
"Apr 11, 02:00 am",-0.0034239,2,0
"Apr 11, 03:00 am",-0.0034239,3,0
"Apr 11, 04:00 am",-0.0034239,4,0
"Apr 11, 05:00 am",-0.0034239,5,12
"Apr 11, 06:00 am",0.209133,6,90
"Apr 11, 07:00 am",0.40744,7,111
"Apr 11, 08:00 am",0.606401,8,198
"Apr 11, 09:00 am",0.211041,9,103
"Apr 11, 10:00 am",0.546393,10,221
"Apr 11, 11:00 am",0.272365,11,119
"Apr 11, 12:00 pm",0.243801,12,106
"Apr 11, 01:00 pm",0.160238,13,73
"Apr 11, 02:00 pm",0.62227,14,236
"Apr 11, 03:00 pm",0.314571,15,139
"Apr 11, 04:00 pm",0.145475,16,76
"Apr 11, 05:00 pm",0.729059,17,65
"Apr 11, 06:00 pm",-0.0034239,18,0
"Apr 11, 07:00 pm",-0.0034239,19,0
"Apr 11, 08:00 pm",-0.0034239,20,0
"Apr 11, 09:00 pm",-0.0034239,21,0
"Apr 11, 10:00 pm",-0.0034239,22,0
"Apr 11, 11:00 pm",-0.0034239,23,0
"Apr 12, 12:00 am",-0.0034239,0,0
"Apr 12, 01:00 am",-0.0034239,1,0
"Apr 12, 02:00 am",-0.0034239,2,0
"Apr 12, 03:00 am",-0.0034239,3,0
"Apr 12, 04:00 am",-0.0034239,4,0
"Apr 12, 05:00 am",-0.0034239,5,17
"Apr 12, 06:00 am",0.940742,6,75
"Apr 12, 07:00 am",2.22549,7,108
"Apr 12, 08:00 am",2.54058,8,124
"Apr 12, 09:00 am",2.65743,9,138
"Apr 12, 10:00 am",1.8314,10,355
"Apr 12, 11:00 am",2.06475,11,349
"Apr 12, 12:00 pm",2.03954,12,342
"Apr 12, 01:00 pm",1.3345,13,354
"Apr 12, 02:00 pm",1.91388,14,261
"Apr 12, 03:00 pm",2.1882,15,149
"Apr 12, 04:00 pm",2.04802,16,95
"Apr 12, 05:00 pm",1.4293,17,54
"Apr 12, 06:00 pm",-0.0034239,18,0
"Apr 12, 07:00 pm",-0.0034239,19,0
"Apr 12, 08:00 pm",-0.0034239,20,0
"Apr 12, 09:00 pm",-0.0034239,21,0
"Apr 12, 10:00 pm",-0.0034239,22,0
"Apr 12, 11:00 pm",-0.0034239,23,0
"Apr 13, 12:00 am",-0.0034239,0,0
"Apr 13, 01:00 am",-0.0034239,1,0
"Apr 13, 02:00 am",-0.0034239,2,0
"Apr 13, 03:00 am",-0.0034239,3,0
"Apr 13, 04:00 am",-0.0034239,4,0
"Apr 13, 05:00 am",-0.0034239,5,18
"Apr 13, 06:00 am",0.728166,6,89
"Apr 13, 07:00 am",1.67866,7,182
"Apr 13, 08:00 am",2.48656,8,147
"Apr 13, 09:00 am",2.5691,9,183
"Apr 13, 10:00 am",2.67267,10,194
"Apr 13, 11:00 am",1.26638,11,376
"Apr 13, 12:00 pm",2.47303,12,267
"Apr 13, 01:00 pm",2.16917,13,305
"Apr 13, 02:00 pm",1.90376,14,275
"Apr 13, 03:00 pm",1.88557,15,203
"Apr 13, 04:00 pm",1.71564,16,129
"Apr 13, 05:00 pm",1.48558,17,56
"Apr 13, 06:00 pm",-0.0034239,18,0
"Apr 13, 07:00 pm",-0.0034239,19,0
"Apr 13, 08:00 pm",-0.0034239,20,0
"Apr 13, 09:00 pm",-0.0034239,21,0
"Apr 13, 10:00 pm",-0.0034239,22,0
"Apr 13, 11:00 pm",-0.0034239,23,0
"Apr 14, 12:00 am",-0.0034239,0,0
"Apr 14, 01:00 am",-0.0034239,1,0
"Apr 14, 02:00 am",-0.0034239,2,0
"Apr 14, 03:00 am",-0.0034239,3,0
"Apr 14, 04:00 am",-0.0034239,4,0
"Apr 14, 05:00 am",-0.0034239,5,21
"Apr 14, 06:00 am",0.957233,6,78
"Apr 14, 07:00 am",2.15514,7,128
"Apr 14, 08:00 am",2.54225,8,148
"Apr 14, 09:00 am",2.70855,9,162
"Apr 14, 10:00 am",2.78403,10,160
"Apr 14, 11:00 am",2.77114,11,157
"Apr 14, 12:00 pm",2.72934,12,156
"Apr 14, 01:00 pm",2.62599,13,171
"Apr 14, 02:00 pm",2.50942,14,156
"Apr 14, 03:00 pm",2.37218,15,126
"Apr 14, 04:00 pm",2.10369,16,96
"Apr 14, 05:00 pm",1.61169,17,53
"Apr 14, 06:00 pm",-0.0034239,18,0
"Apr 14, 07:00 pm",-0.0034239,19,0
"Apr 14, 08:00 pm",-0.0034239,20,0
"Apr 14, 09:00 pm",-0.0034239,21,0
"Apr 14, 10:00 pm",-0.0034239,22,0
"Apr 14, 11:00 pm",-0.0034239,23,0
"Apr 15, 12:00 am",-0.0034239,0,0
"Apr 15, 01:00 am",-0.0034239,1,0
"Apr 15, 02:00 am",-0.0034239,2,0
"Apr 15, 03:00 am",-0.0034239,3,0
"Apr 15, 04:00 am",-0.0034239,4,0
"Apr 15, 05:00 am",-0.0034239,5,23
"Apr 15, 06:00 am",1.33667,6,93
"Apr 15, 07:00 am",2.19644,7,119
"Apr 15, 08:00 am",2.59351,8,116
"Apr 15, 09:00 am",2.74232,9,119
"Apr 15, 10:00 am",2.76405,10,131
"Apr 15, 11:00 am",2.77679,11,116
"Apr 15, 12:00 pm",2.7411,12,124
"Apr 15, 01:00 pm",2.66407,13,144
"Apr 15, 02:00 pm",2.42533,14,181
"Apr 15, 03:00 pm",1.89352,15,199
"Apr 15, 04:00 pm",1.77107,16,125
"Apr 15, 05:00 pm",0.188336,17,63
"Apr 15, 06:00 pm",-0.0034239,18,0
"Apr 15, 07:00 pm",-0.0034239,19,0
"Apr 15, 08:00 pm",-0.0034239,20,0
"Apr 15, 09:00 pm",-0.0034239,21,0
"Apr 15, 10:00 pm",-0.0034239,22,0
"Apr 15, 11:00 pm",-0.0034239,23,0
"Apr 16, 12:00 am",-0.0034239,0,0
"Apr 16, 01:00 am",-0.0034239,1,0
"Apr 16, 02:00 am",-0.0034239,2,0
"Apr 16, 03:00 am",-0.0034239,3,0
"Apr 16, 04:00 am",-0.0034239,4,0
"Apr 16, 05:00 am",-0.0034239,5,25
"Apr 16, 06:00 am",1.4779,6,98
"Apr 16, 07:00 am",0.770138,7,163
"Apr 16, 08:00 am",1.41058,8,270
"Apr 16, 09:00 am",1.71648,9,328
"Apr 16, 10:00 am",1.38059,10,374
"Apr 16, 11:00 am",0.940873,11,341
"Apr 16, 12:00 pm",0.578536,12,234
"Apr 16, 01:00 pm",0.46208,13,191
"Apr 16, 02:00 pm",1.96717,14,272
"Apr 16, 03:00 pm",0.971603,15,238
"Apr 16, 04:00 pm",0.734825,16,157
"Apr 16, 05:00 pm",0.0298634,17,24
"Apr 16, 06:00 pm",-0.0034239,18,0
"Apr 16, 07:00 pm",-0.0034239,19,0
"Apr 16, 08:00 pm",-0.0034239,20,0
"Apr 16, 09:00 pm",-0.0034239,21,0
"Apr 16, 10:00 pm",-0.0034239,22,0
"Apr 16, 11:00 pm",-0.0034239,23,0
"Apr 17, 12:00 am",-0.0034239,0,0
"Apr 17, 01:00 am",-0.0034239,1,0
"Apr 17, 02:00 am",-0.0034239,2,0
"Apr 17, 03:00 am",-0.0034239,3,0
"Apr 17, 04:00 am",-0.0034239,4,0
"Apr 17, 05:00 am",-0.0034239,5,28
"Apr 17, 06:00 am",1.58278,6,110
"Apr 17, 07:00 am",1.20122,7,185
"Apr 17, 08:00 am",0.37083,8,153
"Apr 17, 09:00 am",0.764342,9,273
"Apr 17, 10:00 am",1.19672,10,357
"Apr 17, 11:00 am",0.292993,11,127
"Apr 17, 12:00 pm",0.336736,12,142
"Apr 17, 01:00 pm",0.143995,13,66
"Apr 17, 02:00 pm",0.117326,14,56
"Apr 17, 03:00 pm",0.189007,15,89
"Apr 17, 04:00 pm",0.125619,16,66
"Apr 17, 05:00 pm",0.0213227,17,19
"Apr 17, 06:00 pm",-0.0034239,18,0
"Apr 17, 07:00 pm",-0.0034239,19,0
"Apr 17, 08:00 pm",-0.0034239,20,0
"Apr 17, 09:00 pm",-0.0034239,21,0
"Apr 17, 10:00 pm",-0.0034239,22,0
"Apr 17, 11:00 pm",-0.0034239,23,0
"Apr 18, 12:00 am",-0.0034239,0,0
"Apr 18, 01:00 am",-0.0034239,1,0
"Apr 18, 02:00 am",-0.0034239,2,0
"Apr 18, 03:00 am",-0.0034239,3,0
"Apr 18, 04:00 am",-0.0034239,4,0
"Apr 18, 05:00 am",-0.0034239,5,30
"Apr 18, 06:00 am",1.07817,6,82
"Apr 18, 07:00 am",2.46044,7,116
"Apr 18, 08:00 am",2.87358,8,117
"Apr 18, 09:00 am",2.31251,9,281
"Apr 18, 10:00 am",2.53732,10,288
"Apr 18, 11:00 am",2.73868,11,246
"Apr 18, 12:00 pm",2.67978,12,250
"Apr 18, 01:00 pm",2.69575,13,208
"Apr 18, 02:00 pm",2.67308,14,164
"Apr 18, 03:00 pm",2.67831,15,103
"Apr 18, 04:00 pm",2.35059,16,89
"Apr 18, 05:00 pm",1.71653,17,58
"Apr 18, 06:00 pm",-0.0034239,18,0
"Apr 18, 07:00 pm",-0.0034239,19,0
"Apr 18, 08:00 pm",-0.0034239,20,0
"Apr 18, 09:00 pm",-0.0034239,21,0
"Apr 18, 10:00 pm",-0.0034239,22,0
"Apr 18, 11:00 pm",-0.0034239,23,0
"Apr 19, 12:00 am",-0.0034239,0,0
"Apr 19, 01:00 am",-0.0034239,1,0
"Apr 19, 02:00 am",-0.0034239,2,0
"Apr 19, 03:00 am",-0.0034239,3,0
"Apr 19, 04:00 am",-0.0034239,4,0
"Apr 19, 05:00 am",-0.0034239,5,28
"Apr 19, 06:00 am",1.31285,6,72
"Apr 19, 07:00 am",2.48406,7,101
"Apr 19, 08:00 am",2.85475,8,112
"Apr 19, 09:00 am",2.97573,9,113
"Apr 19, 10:00 am",2.9799,10,114
"Apr 19, 11:00 am",2.9799,11,97
"Apr 19, 12:00 pm",2.93638,12,97
"Apr 19, 01:00 pm",2.8267,13,122
"Apr 19, 02:00 pm",2.75339,14,110
"Apr 19, 03:00 pm",2.58265,15,111
"Apr 19, 04:00 pm",2.30506,16,92
"Apr 19, 05:00 pm",1.69243,17,60
"Apr 19, 06:00 pm",-0.0034239,18,0
"Apr 19, 07:00 pm",-0.0034239,19,0
"Apr 19, 08:00 pm",-0.0034239,20,0
"Apr 19, 09:00 pm",-0.0034239,21,0
"Apr 19, 10:00 pm",-0.0034239,22,0
"Apr 19, 11:00 pm",-0.0034239,23,0
"Apr 20, 12:00 am",-0.0034239,0,0
"Apr 20, 01:00 am",-0.0034239,1,0
"Apr 20, 02:00 am",-0.0034239,2,0
"Apr 20, 03:00 am",-0.0034239,3,0
"Apr 20, 04:00 am",-0.0034239,4,0
"Apr 20, 05:00 am",-0.0034239,5,30
"Apr 20, 06:00 am",1.40561,6,73
"Apr 20, 07:00 am",2.44729,7,102
"Apr 20, 08:00 am",2.28483,8,210
"Apr 20, 09:00 am",2.87988,9,134
"Apr 20, 10:00 am",2.80294,10,184
"Apr 20, 11:00 am",2.84107,11,174
"Apr 20, 12:00 pm",2.6954,12,221
"Apr 20, 01:00 pm",2.81323,13,138
"Apr 20, 02:00 pm",2.73737,14,123
"Apr 20, 03:00 pm",2.55505,15,116
"Apr 20, 04:00 pm",2.25817,16,97
"Apr 20, 05:00 pm",1.67787,17,62
"Apr 20, 06:00 pm",-0.0034239,18,0
"Apr 20, 07:00 pm",-0.0034239,19,0
"Apr 20, 08:00 pm",-0.0034239,20,0
"Apr 20, 09:00 pm",-0.0034239,21,0
"Apr 20, 10:00 pm",-0.0034239,22,0
"Apr 20, 11:00 pm",-0.0034239,23,0
"Apr 21, 12:00 am",-0.0034239,0,0
"Apr 21, 01:00 am",-0.0034239,1,0
"Apr 21, 02:00 am",-0.0034239,2,0
"Apr 21, 03:00 am",-0.0034239,3,0
"Apr 21, 04:00 am",-0.0034239,4,0
"Apr 21, 05:00 am",-0.0034239,5,30
"Apr 21, 06:00 am",1.51789,6,78
"Apr 21, 07:00 am",2.40522,7,106
"Apr 21, 08:00 am",2.7134,8,124
"Apr 21, 09:00 am",2.85851,9,126
"Apr 21, 10:00 am",2.87109,10,139
"Apr 21, 11:00 am",2.88056,11,133
"Apr 21, 12:00 pm",2.80118,12,150
"Apr 21, 01:00 pm",2.72642,13,145
"Apr 21, 02:00 pm",2.65177,14,130
"Apr 21, 03:00 pm",2.50143,15,117
"Apr 21, 04:00 pm",2.24206,16,96
"Apr 21, 05:00 pm",1.72819,17,60
"Apr 21, 06:00 pm",-0.0034239,18,0
"Apr 21, 07:00 pm",-0.0034239,19,0
"Apr 21, 08:00 pm",-0.0034239,20,0
"Apr 21, 09:00 pm",-0.0034239,21,0
"Apr 21, 10:00 pm",-0.0034239,22,0
"Apr 21, 11:00 pm",-0.0034239,23,0
"Apr 22, 12:00 am",-0.0034239,0,0
"Apr 22, 01:00 am",-0.0034239,1,0
"Apr 22, 02:00 am",-0.0034239,2,0
"Apr 22, 03:00 am",-0.0034239,3,0
"Apr 22, 04:00 am",-0.0034239,4,0
"Apr 22, 05:00 am",-0.0034239,5,35
"Apr 22, 06:00 am",1.5929,6,82
"Apr 22, 07:00 am",2.43197,7,114
"Apr 22, 08:00 am",2.70701,8,129
"Apr 22, 09:00 am",2.86249,9,134
"Apr 22, 10:00 am",2.8995,10,132
"Apr 22, 11:00 am",2.86585,11,124
"Apr 22, 12:00 pm",2.80321,12,132
"Apr 22, 01:00 pm",2.71346,13,153
"Apr 22, 02:00 pm",2.60527,14,148
"Apr 22, 03:00 pm",2.45854,15,135
"Apr 22, 04:00 pm",2.27984,16,97
"Apr 22, 05:00 pm",1.70748,17,64
"Apr 22, 06:00 pm",-0.0034239,18,0
"Apr 22, 07:00 pm",-0.0034239,19,0
"Apr 22, 08:00 pm",-0.0034239,20,0
"Apr 22, 09:00 pm",-0.0034239,21,0
"Apr 22, 10:00 pm",-0.0034239,22,0
"Apr 22, 11:00 pm",-0.0034239,23,0
"Apr 23, 12:00 am",-0.0034239,0,0
"Apr 23, 01:00 am",-0.0034239,1,0
"Apr 23, 02:00 am",-0.0034239,2,0
"Apr 23, 03:00 am",-0.0034239,3,0
"Apr 23, 04:00 am",-0.0034239,4,0
"Apr 23, 05:00 am",-0.0034239,5,35
"Apr 23, 06:00 am",1.83197,6,76
"Apr 23, 07:00 am",2.44053,7,107
"Apr 23, 08:00 am",2.73404,8,124
"Apr 23, 09:00 am",2.84462,9,134
"Apr 23, 10:00 am",2.87557,10,132
"Apr 23, 11:00 am",2.86239,11,133
"Apr 23, 12:00 pm",2.80002,12,133
"Apr 23, 01:00 pm",2.7631,13,138
"Apr 23, 02:00 pm",2.6793,14,131
"Apr 23, 03:00 pm",2.53025,15,117
"Apr 23, 04:00 pm",2.2772,16,96
"Apr 23, 05:00 pm",1.7282,17,64
"Apr 23, 06:00 pm",-0.0034239,18,0
"Apr 23, 07:00 pm",-0.0034239,19,0
"Apr 23, 08:00 pm",-0.0034239,20,0
"Apr 23, 09:00 pm",-0.0034239,21,0
"Apr 23, 10:00 pm",-0.0034239,22,0
"Apr 23, 11:00 pm",-0.0034239,23,0
"Apr 24, 12:00 am",-0.0034239,0,0
"Apr 24, 01:00 am",-0.0034239,1,0
"Apr 24, 02:00 am",-0.0034239,2,0
"Apr 24, 03:00 am",-0.0034239,3,0
"Apr 24, 04:00 am",-0.0034239,4,0
"Apr 24, 05:00 am",-0.0034239,5,37
"Apr 24, 06:00 am",1.83084,6,79
"Apr 24, 07:00 am",2.41249,7,108
"Apr 24, 08:00 am",2.65068,8,130
"Apr 24, 09:00 am",2.74673,9,135
"Apr 24, 10:00 am",2.73976,10,140
"Apr 24, 11:00 am",2.72448,11,125
"Apr 24, 12:00 pm",2.68146,12,133
"Apr 24, 01:00 pm",2.62283,13,138
"Apr 24, 02:00 pm",2.55055,14,124
"Apr 24, 03:00 pm",2.36276,15,122
"Apr 24, 04:00 pm",1.56813,16,154
"Apr 24, 05:00 pm",0.317881,17,82
"Apr 24, 06:00 pm",0.00417336,18,11
"Apr 24, 07:00 pm",-0.0034239,19,0
"Apr 24, 08:00 pm",-0.0034239,20,0
"Apr 24, 09:00 pm",-0.0034239,21,0
"Apr 24, 10:00 pm",-0.0034239,22,0
"Apr 24, 11:00 pm",-0.0034239,23,0
"Apr 25, 12:00 am",-0.0034239,0,0
"Apr 25, 01:00 am",-0.0034239,1,0
"Apr 25, 02:00 am",-0.0034239,2,0
"Apr 25, 03:00 am",-0.0034239,3,0
"Apr 25, 04:00 am",-0.0034239,4,0
"Apr 25, 05:00 am",-0.0034239,5,10
"Apr 25, 06:00 am",0.0519455,6,31
"Apr 25, 07:00 am",0.742337,7,181
"Apr 25, 08:00 am",0.545527,8,203
"Apr 25, 09:00 am",0.22743,9,108
"Apr 25, 10:00 am",0.850736,10,314
"Apr 25, 11:00 am",0.340158,11,142
"Apr 25, 12:00 pm",0.451155,12,181
"Apr 25, 01:00 pm",0.444448,13,179
"Apr 25, 02:00 pm",0.37748,14,157
"Apr 25, 03:00 pm",0.418883,15,174
"Apr 25, 04:00 pm",0.500294,16,157
"Apr 25, 05:00 pm",0.0650261,17,41
"Apr 25, 06:00 pm",-0.0034239,18,3
"Apr 25, 07:00 pm",-0.0034239,19,0
"Apr 25, 08:00 pm",-0.0034239,20,0
"Apr 25, 09:00 pm",-0.0034239,21,0
"Apr 25, 10:00 pm",-0.0034239,22,0
"Apr 25, 11:00 pm",-0.0034239,23,0
"Apr 26, 12:00 am",-0.0034239,0,0
"Apr 26, 01:00 am",-0.0034239,1,0
"Apr 26, 02:00 am",-0.0034239,2,0
"Apr 26, 03:00 am",-0.0034239,3,0
